DAY360,WDIR,WDSD,TEMP,HUMD,PRES,D_TX,D_TN,H_24R
32,130.2083333,0.825,12.81666667,0.65,946.2333333,15.325,6.020833333,0
33,161.6956522,0.747826087,14.55217391,0.677826087,944.9478261,17.7,8.786956522,0
34,71.75,0.558333333,14.36666667,0.772916667,943.8416667,16.3375,11.01666667,0
35,134.6666667,0.833333333,16.35416667,0.772083333,943.5958333,18.75833333,11.95,0
36,122.8333333,0.8125,16.0375,0.780416667,943.35,19.175,10.7125,0
37,142.2083333,0.683333333,17.35,0.801666667,944.4041667,20.04583333,13.925,0
38,130.7916667,0.683333333,16.60416667,0.757916667,945.45,20.10416667,12.05416667,0
39,120.2916667,-3.5125,15.14583333,0.818333333,946.7875,17.60833333,12.65833333,0
40,121.25,0.620833333,15.4625,0.775,946.0125,18.31666667,10.9125,0
41,144.3333333,0.558333333,16.0125,0.774583333,946.1458333,17.77083333,13.08333333,0
42,105.5,0.691666667,18.6125,0.660416667,943.7541667,21.35833333,12.92083333,0
43,141.5416667,0.754166667,17.9875,0.83125,942.0791667,21.92083333,13.20833333,625.5
44,162.5416667,0.729166667,19.26666667,0.825416667,940.9458333,22.425,14.74166667,95.5
45,169.5416667,0.729166667,20.07083333,0.831666667,940.9125,22.39166667,14.84583333,0
46,155.0416667,0.85,18.33333333,0.8825,941.7833333,22.1,16.73333333,0
47,121.625,0.383333333,12.05,0.944166667,945.7125,14.07083333,11.16666667,89.5
48,119.7916667,0.625,13.14166667,0.793333333,947.1083333,15.67916667,10.03333333,4.5
49,87.66666667,0.7375,13.64583333,0.725833333,947.5458333,16.24583333,8.016666667,0
50,92.54166667,0.583333333,15.025,0.748333333,948.1166667,17.925,9.154166667,0
51,67.25,0.5375,16.49166667,0.779166667,949.7958333,19.19583333,11.84166667,0
52,84.79166667,0.679166667,16.66666667,0.70875,949.1083333,19.5625,10.675,0
53,86.04166667,0.5,17.74166667,0.746666667,947.7625,20.925,11.125,0
54,68.66666667,0.529166667,18.675,0.743333333,945.375,21.75,12.57083333,0
55,121.875,0.545833333,19.93333333,0.690833333,943.6625,23.00833333,13.44583333,0
56,104.4166667,0.641666667,19.68333333,0.707916667,943.7041667,22.62083333,13.72916667,0
57,73.79166667,0.7125,19.10833333,0.73125,943.6375,22.24583333,13.64583333,0
58,67.625,0.579166667,18.78333333,0.7825,942.7333333,21.1125,14.22083333,0
59,42.375,0.4,19.09166667,0.77125,940.6416667,20.82916667,14.5625,0
60,126.1666667,0.716666667,20.95833333,0.724583333,939.875,24.30416667,16.90416667,0
61,91.54166667,0.691666667,19.2625,0.739166667,941.6291667,22.24583333,14.5625,0
62,93.5,0.495833333,18.69166667,0.733333333,943.1541667,20.65833333,14.5375,0
63,97.45833333,0.566666667,19.98333333,0.709166667,941.9541667,22.21666667,16.29166667,0
64,78.45833333,0.2875,16.92916667,0.919583333,942.15,18.95833333,15.35833333,200.5
65,82.16666667,0.425,18.0375,0.869166667,941.7375,19.84166667,15.50833333,12
66,94.95652174,0.665217391,20.15217391,0.756956522,940.0173913,22.5826087,15.32608696,0
67,97.125,0.566666667,20.5,0.800416667,937.5083333,23.79166667,15.91666667,0
68,110.375,1.0125,21.70833333,0.747083333,935.6416667,24.72083333,16.49583333,0
69,103.5416667,0.545833333,19.25416667,0.895,937.9583333,21.275,17.8875,243.5
70,93.66666667,0.466666667,18.16666667,0.80375,942.1333333,20.22916667,16.3375,17
71,127.4583333,0.7375,19.27083333,0.780833333,941.7625,21.13333333,15.79583333,0
72,98.41666667,0.566666667,21.26666667,0.821666667,941.4708333,23.6375,17.7625,2
73,162.826087,0.608695652,17.92173913,0.965217391,940.173913,19.87391304,17.49130435,338
74,116.5454545,0.568181818,15.39545455,0.844090909,942.5227273,17.71818182,13.76818182,27.5
75,96.70833333,0.5875,16.475,0.729583333,944.3083333,19.25416667,10.6625,0.5
76,122.8333333,0.741666667,18.10416667,0.690833333,943.9291667,20.29166667,13.1625,0
77,110.125,0.591666667,18.01666667,0.778333333,941.4125,20.86666667,14.9,0
78,97.25,0.2875,18.325,0.866666667,940.4875,19.22083333,15.90416667,0
79,122.9583333,0.654166667,20.63333333,0.79875,940.8833333,22.47083333,17.12916667,0
80,106.75,0.554166667,21.68333333,0.739583333,941.325,24.26666667,16.16666667,0
81,72.20833333,0.591666667,21.85416667,0.78,940.2291667,24.6125,17.1125,0
82,130,0.625,21.6375,0.782083333,940.0833333,24.66666667,16.425,0
83,101.2916667,0.6375,21.2875,0.827083333,940.4541667,23.7375,18.62083333,0
84,89.54166667,0.708333333,22.125,0.7625,940.1708333,24.68333333,17.30416667,0
85,97.54166667,0.65,22.475,0.760416667,940.5041667,24.9875,17.55416667,0
86,97.375,0.6625,20.74166667,0.833333333,940.6625,26.5125,17.79583333,257
87,112.4166667,0.541666667,18.87916667,0.904166667,939.2958333,21.22916667,15.67083333,194
88,148.75,0.804166667,19.78333333,0.820416667,939.1916667,22.3625,16.69166667,9.5
89,80.625,0.383333333,20.15,0.7875,939.1041667,22.37916667,16.84166667,0
90,101.1666667,0.633333333,21.10416667,0.828333333,939.225,24.03333333,18.11666667,0
91,80.54166667,0.4375,22.15,0.819166667,940.125,24.37916667,19.29166667,73
92,118.0434783,0.691304348,19.42173913,0.890869565,942.5043478,22.1173913,17.47391304,203
93,87.95833333,0.658333333,20.09583333,0.849166667,942.3375,23.30416667,17.42083333,13
94,88.25,0.608333333,19.99166667,0.8025,942.2416667,22.4875,17.25,0
95,83.86956522,0.560869565,18.46521739,0.880434783,942.5521739,20.9,16.92173913,9.5
96,50.375,-3.883333333,17.07916667,0.941666667,941.25,19.19166667,15.74166667,68.5
97,126.9583333,0.691666667,18.725,0.819583333,939.1666667,21.44583333,15.34166667,184.5
98,169.0416667,0.75,18.8,0.825416667,940.0375,21.40416667,15.0875,8
99,100.1666667,0.654166667,19.90833333,0.772916667,941.5166667,21.6875,17.08333333,0
100,113.7083333,0.833333333,19.64583333,0.736666667,942.9958333,22.40833333,14.62916667,0
101,31.25,0.370833333,18.65416667,0.799583333,940.8416667,21.0625,15.24583333,17
102,139.047619,0.9,16.02857143,0.900952381,939.2285714,18.08095238,15.23333333,283.5
103,158.4117647,0.941176471,15.46470588,0.622352941,941.5823529,18.48235294,8.8,15.5
104,150.8888889,-4.672222222,15.66111111,0.653333333,941.6777778,17.98888889,9.566666667,0
105,137.4545455,0.995454545,18.23181818,0.659090909,940.4909091,20.95,14.24090909,0
106,142.4285714,0.604761905,18.04761905,0.672380952,940.7666667,21.81428571,11.21428571,0
107,104,0.8375,20.00833333,0.727916667,941.1416667,23.05,12.68333333,0
108,139.375,0.825,21.9625,0.732916667,940.9583333,24.69583333,16.31666667,0
109,152,-3.291666667,23.21666667,0.7675,939.3291667,26.20833333,18.7375,0
110,120.625,0.879166667,23.1,0.7675,939.4083333,26.14166667,17.96666667,0
111,129.25,0.766666667,22.92916667,0.83125,939.275,26.0375,20.2875,0
112,112.7083333,0.7125,21.99166667,0.828333333,939.7208333,24.37916667,20.2125,0
113,99.16666667,0.404166667,19.51666667,0.91875,941.3625,22.1125,18.00416667,259
114,108.375,0.304166667,17.89583333,0.985,941.7125,19.0375,17.65,146
115,74.79166667,-3.933333333,18.7875,0.89375,942.0875,20.2,16.62083333,8.5
116,84.66666667,0.516666667,20.525,0.82875,941.6291667,22.4125,17.10833333,19.5
117,17.45833333,0.333333333,21.20833333,0.82625,941.4916667,22.76666667,19.05,1
118,121.9166667,0.7375,22.275,0.741666667,941.6583333,24.29583333,18.56666667,0
119,122.2916667,0.5625,22.15416667,0.689166667,941.8833333,25.00833333,17.25,0
120,102.0833333,0.7625,22.46666667,0.682083333,941.4666667,25.65833333,16.85,0
121,74.95833333,0.475,22.4,0.697916667,939.3833333,24.78333333,17.6125,0
122,97.29166667,0.691666667,23.37083333,0.720833333,937.1,26.05416667,18.24583333,0
123,115.0416667,0.7875,24.34583333,0.7625,936.0458333,27.02916667,18.925,0
124,129,0.9625,25.89166667,0.715833333,937.3375,28.78333333,21.1625,0
125,90,0.695,24.565,0.8025,936.85,27.605,21.305,0
126,120.875,0.833333333,25.9625,0.755416667,936.8291667,29.2,22.33333333,0
127,88.83333333,0.766666667,25.45833333,0.737916667,937.7208333,27.94166667,22.04166667,0
128,134.9583333,0.729166667,25.77083333,0.71125,937.3416667,28.3875,21.9,0
129,170.125,0.85,26,0.739166667,936.9125,28.64166667,21.15,0
130,111.625,1.075,25.8,0.805416667,937.2333333,29.55416667,22.39583333,325.5
131,113.3333333,0.6125,23.32916667,0.888333333,937.375,27.22916667,20.1875,193.5
132,93.45454545,0.363636364,22.3,0.925,937.35,24.41818182,20.6,30.5
133,104.9583333,0.55,23.81666667,0.784166667,938.9416667,26.19583333,18.83333333,1.5
134,119.9583333,0.779166667,24.42083333,0.77125,938.8,26.61666667,20.2875,0
135,116.0416667,0.754166667,25.2625,0.767916667,936.6583333,28.09583333,20.15833333,0
136,120.4583333,0.670833333,23.1875,0.864166667,936.1333333,28.525,20.87083333,70
137,122.625,0.766666667,24.13333333,0.7375,933.0666667,26.56666667,18.43333333,9
138,81.58333333,0.508333333,21.83333333,0.89625,933.025,24.26666667,20.1625,150
139,75.25,0.320833333,20.25833333,0.952916667,934.5291667,21.7375,19.5375,273.5
140,71.25,0.358333333,21.79583333,0.881666667,935.8875,24.22083333,18.8125,163
141,63.5,0.345833333,21.3375,0.932916667,934.5625,23.30416667,19.15833333,220.5
142,78.86956522,-3.856521739,21.85217391,0.98,931.8565217,22.97391304,20.06956522,1195
143,75.73913043,0.195652174,22.59565217,0.959565217,932.6173913,23.52608696,21.16956522,446
144,122.0416667,0.6125,23.9375,0.880416667,935.6958333,26.00833333,21.5125,191
145,103.7916667,0.758333333,23.475,0.892083333,937.5125,26.54583333,21.38333333,388
146,52.7,0.405,23.125,0.924,937.115,25.275,20.775,289
147,70.375,0.454166667,22.28333333,0.9475,936.6166667,25.19166667,20.775,260.5
148,80.125,0.433333333,22.02083333,0.96125,938.3166667,24.52083333,21.10416667,701.5
149,64.95833333,0.4375,23.10416667,0.908333333,938.7375,26.97083333,20.20416667,300
150,116.75,0.5875,23.95,0.834583333,939.5958333,26.38333333,19.75,26
151,151.7826087,0.743478261,25.23913043,0.81,939.6173913,27.26956522,21.13913043,8
152,131.0434783,0.830434783,25.47391304,0.81173913,939.0695652,27.95652174,21.08695652,6.5
153,155.5833333,0.975,26.00416667,0.785,938.0416667,28.77083333,21.50833333,0.5
154,153.2272727,0.672727273,25.46363636,0.770909091,937.5136364,27.65454545,21.19545455,0
155,165.5,0.954545455,26.06818182,0.721818182,937.2272727,28.72272727,20.45454545,0
157,139.5789474,0.742105263,24.15789474,0.856842105,936.2157895,27.05789474,21.71052632,62.5
159,41.5,0.204166667,21.55,0.931666667,936.9541667,23.5375,19.99583333,299
160,68.33333333,0.2875,22.24166667,0.892916667,938.1375,24.1125,19.61666667,41.5
161,80,0.608333333,24.575,0.7725,937.825,26.50416667,19.67083333,1.5
162,75.66666667,0.6,25.49166667,0.81125,936.1916667,27.62916667,20.81666667,0
163,121.875,0.6375,26.33333333,0.80875,934.4916667,29.45,22.94583333,66.5
164,140.8695652,0.734782609,24.63478261,0.893043478,935.7478261,29.13478261,22.48695652,292.5
165,92.41666667,0.916666667,24.3625,0.861666667,939.3708333,27.50833333,20.69583333,215
166,104.9166667,0.666666667,24.16666667,0.871666667,940.4375,27.02916667,20.95416667,38
167,148.125,0.908333333,25.52083333,0.775833333,937.9416667,28.03333333,20.32916667,1
168,92.125,0.695833333,25.9375,0.755416667,936.8208333,28.71666667,21.425,0
169,169.1875,-5.28125,27.075,0.71375,936.8,30.40625,20.71875,0
170,124.75,0.804166667,26.10833333,0.75,937.3166667,29.33333333,20.99166667,0
171,144.75,0.920833333,26.475,0.737083333,936.6666667,29.04166667,21.5,0
172,130.5,0.779166667,25.64583333,0.753333333,935.1833333,28.70416667,21.74166667,0
173,130.9166667,0.725,25.64166667,0.760833333,935.25,28.56666667,20.7125,0
174,123.3478261,-3.4,25.8,0.772608696,935.6782609,28.86956522,21.47826087,0
175,134.9583333,0.845833333,25.60833333,0.804166667,935.25,29.0625,21.50416667,11.5
176,118.4166667,0.658333333,25.9375,0.7925,935.9583333,28.34583333,22.525,10.5
177,76.5,0.754166667,24.20416667,0.8525,937.7166667,28.64166667,21.58333333,423
178,89.16666667,0.7875,25.06666667,0.805416667,937.5291667,27.75,19.69583333,53
179,124.25,0.745833333,25.8125,0.776666667,936.4625,29.27083333,21.7625,3
180,127,0.666666667,25.72916667,0.815,935.1291667,28.10416667,21.70416667,8.5
181,59.16666667,0.404166667,24.64583333,0.878333333,934.2791667,27.95833333,22.08333333,46
182,69.58333333,0.675,24.87083333,0.892083333,934.4708333,27.80416667,21.92916667,45.5
183,138.4782609,0.743478261,23.95217391,0.882173913,936.1695652,27.79565217,21.66086957,76.5
184,120.3333333,0.7125,24.7875,0.797916667,938.2291667,28.03333333,21.14583333,10
185,171.7083333,-3.225,25.54166667,0.802916667,937.775,28.69583333,21.29166667,0
186,163.5416667,0.891666667,25.375,0.797916667,935.9791667,28.69166667,22.32916667,0
187,113.7916667,0.708333333,25.6125,0.783333333,936.1583333,27.84583333,21.18333333,0
188,78.875,0.641666667,25.45,0.852083333,938.1125,28.19583333,23,152.5
189,78.625,0.529166667,25.25833333,0.849166667,935.9333333,28.09583333,21.84166667,26.5
190,103.1666667,-3.429166667,24.97083333,0.825416667,934.0125,27.5375,21.4375,12
191,111.0833333,0.741666667,24.55,0.81125,935.9541667,28.75,21.10833333,57
192,83.66666667,0.604166667,24.45833333,0.828333333,936.975,28.62083333,20.62083333,91
193,121.2083333,0.775,26.0625,0.74625,936.6041667,28.63333333,19.47083333,12.5
194,126.2083333,0.629166667,27.1125,0.73875,935.6833333,29.69583333,22.40416667,0
195,135.125,0.545833333,26.8625,0.750833333,934.2291667,29.34166667,22.40833333,0
196,98.25,0.6875,25.7625,0.82375,934.5458333,28.14166667,23.70416667,22
197,46.7826087,0.27826087,24.06521739,0.88,936.173913,26.13,22.59086957,8
198,85.45833333,0.595833333,25.3875,0.795,937.2333333,27.29166667,19.97083333,4
199,109.125,0.783333333,26.95,0.753333333,937.0416667,29.125,22.0625,0.5
200,110.2916667,0.75,25.27916667,0.80375,937.0916667,29.75416667,22.42916667,65
201,87.66666667,0.725,24.26666667,0.7825,938.4416667,28.22916667,19.25833333,16
202,91.41666667,0.591666667,25.05833333,0.796666667,939.1791667,27.49583333,19.79583333,16.5
203,101.6666667,0.504166667,25.68333333,0.844166667,938.1125,28.86666667,22.35,34
204,121.9583333,0.791666667,24.4125,0.888333333,937.6583333,28.20833333,21.77083333,294
205,142.9375,0.66875,25.16875,0.7975,937.1625,26.26875,20.51875,48.5
206,19.8,0.22,22.44,0.964,936.52,30.1,22.1,2.5
207,166.75,0.895833333,24.79583333,0.8,935.7208333,28.13333333,20.43333333,6.5
208,90.33333333,0.7,24.7125,0.81375,935.6166667,27.97083333,20.84583333,4.5
209,66.79166667,0.566666667,23.84583333,0.88375,936.625,28.2625,21.49166667,462.5
210,110.875,0.695833333,24.57083333,0.843333333,935.9333333,27.05833333,20.11666667,58.5
211,71.79166667,0.3,24.225,0.835833333,935.3833333,26.31666667,22.0125,14
213,103.4166667,0.716666667,24.87916667,0.842083333,936.3833333,28.66666667,21.44583333,34
214,113.5,0.570833333,25.11666667,0.827083333,935.3958333,27.66666667,21.39166667,8
215,71.45833333,0.5625,22.95416667,0.940833333,933.0291667,25.22916667,22.475,249.5
216,53.875,-3.670833333,23.72083333,0.89625,935.05,26,21.20416667,194
217,143.5833333,0.866666667,24.5625,0.86125,938.3166667,27.45,21.14166667,192
218,163.625,0.870833333,25.09166667,0.82125,938.5166667,28.7375,20.85833333,25
219,60.07142857,0.578571429,24.67142857,0.844285714,937.2785714,26.02142857,21.36428571,0
225,195.5384615,1.069230769,25.74615385,0.790769231,939.2538462,30.05384615,19.7,55
226,71.70833333,0.5,23.4625,0.85375,937.7916667,26.65833333,19.34583333,160.5
227,71.70833333,0.3,23.0375,0.91125,937.2041667,26.26666667,20.88333333,434
228,106.9166667,0.616666667,23.62083333,0.835833333,937.15,26.60833333,19.55,46.5
229,136.6666667,0.783333333,24.6625,0.801666667,935.9625,26.86666667,20.06666667,0
230,179.3333333,0.879166667,24.74166667,0.815833333,935.7333333,28.1125,20.84166667,0
231,113.75,0.7875,25.125,0.80875,936.2625,28.325,20.76666667,64.5
232,115.9166667,0.583333333,25.025,0.799583333,936.6833333,28.08333333,20.48333333,9.5
233,129.5416667,0.741666667,25.82916667,0.78375,935.4291667,28.68333333,21.0125,0
234,88.625,0.458333333,23.8625,0.891666667,933.6833333,27.22083333,22.375,291
235,143.2083333,0.75,24.61666667,0.864166667,934.4375,26.44166667,22.22083333,176.5
236,80.08333333,0.591666667,25.90833333,0.774583333,932.9875,28.15,21.29166667,9.5
237,91.75,-3.5,26.00833333,0.800833333,932.0583333,28.68333333,22.64166667,0
238,36.75,0.375,23.95833333,0.887083333,931.9416667,27.12083333,22.08333333,45
239,78.83333333,0.545833333,23.87916667,0.895416667,931.5791667,25.94583333,21.6625,120.5
240,105.1666667,0.683333333,24.45416667,0.867916667,932.1416667,26.925,21.1625,25.5
241,135.3333333,0.766666667,25.49583333,0.823333333,932.8083333,28.10833333,21.32083333,0.5
242,159.2916667,0.666666667,25.33333333,0.874166667,932.8875,28.68333333,23.14583333,10.5
243,108.375,0.683333333,24.50833333,0.870833333,931.8375,27.35416667,21.49583333,54.5
244,145.4166667,0.695833333,24.79166667,0.826666667,931.475,27.1,21.65833333,6.5
245,120.75,0.741666667,24.90416667,0.824166667,934.3333333,28.6875,21.7,66.5
246,82.88235294,0.594117647,23.87647059,0.86,936.2647059,26.24705882,20.67058824,47.5
247,198,0.946153846,27.08461538,0.69,936.3230769,29.64615385,19.4,0
248,162.8461538,0.776923077,24.88461538,0.814615385,933.8384615,27.08461538,21.60769231,0
249,138.5294118,0.882352941,24.03529412,0.7,932.3941176,26.72941176,20.19411765,0
250,98.5,0.825,25.275,0.6105,936.385,28.64,17.015,0
251,131.9166667,0.916666667,24.9625,0.754583333,939.475,27.78333333,20.54166667,0
252,171.9166667,0.845833333,24.97916667,0.7825,937.8416667,27.125,21.2625,0
253,129.7391304,0.869565217,24.56956522,0.833913043,935.4217391,27.47391304,22.19565217,0
254,97.91666667,0.504166667,24.33333333,0.830416667,936.6458333,27.1875,20.64583333,0
255,154.4166667,0.7625,24.12083333,0.875833333,938.7958333,27.325,21.2,25.5
256,150.3478261,0.67826087,24.35652174,0.857826087,939.0956522,26.55217391,21,75.5
257,161.25,0.683333333,25.33333333,0.834166667,937.9541667,27.29583333,21.07083333,32
258,92.82608696,0.643478261,25,0.834347826,937.5478261,27.74782609,21.22608696,84.5
259,155.2,1.1,28.07333333,0.724666667,936.8266667,30.90666667,20.1,0
260,125.375,0.7,26.09166667,0.798333333,936.7291667,28.69166667,21.275,0
261,126.0416667,0.741666667,25.45833333,0.835833333,939.4166667,28.625,21.87916667,31.5
262,107,0.841666667,25.29166667,0.813333333,940.5166667,27.825,21.5375,6
263,123.7083333,0.695833333,25.475,0.800416667,938.5041667,28.39583333,21.78333333,0
264,107.25,0.516666667,25.72916667,0.782916667,937.375,28.32083333,21.95,0
265,98.79166667,-3.629166667,25.21666667,0.795,936.8541667,27.75416667,21.04583333,0
266,79.16666667,0.391666667,24.87916667,0.808333333,937.2583333,27.0875,20.97083333,0
267,83.33333333,0.583333333,24.64583333,0.82625,936.975,27.17916667,21.275,0
268,74.41666667,0.370833333,24.07083333,0.86125,935.925,25.90416667,22.09583333,0
269,93.66666667,0.625,23.76666667,0.84,936.225,25.9625,20.55833333,0
270,56.75,0.4,23.575,0.87375,937.5833333,25.525,21.74166667,0
271,29.58333333,0.2,22.47916667,0.9475,937.5,23.99583333,21.7375,27.5
272,118.25,0.7125,23.95,0.830833333,935.2583333,26.68333333,21.07083333,13
273,67.375,0.491666667,23.09583333,0.875416667,934.4625,25.45,21.36666667,4
274,86,0.408333333,23.72083333,0.830416667,935.6833333,25.625,20.92083333,7
275,120.75,-3.4625,24.29583333,0.759166667,937.3916667,26.625,19.8,0.5
276,77.125,0.529166667,24.65416667,0.736666667,937.7166667,27.05833333,20.55833333,0
277,77.54166667,0.616666667,24.9875,0.7025,936.7916667,27.8875,19.5125,0
278,43.375,0.391666667,24.10833333,0.802916667,937.0541667,26.45416667,20.2375,0
279,87.54166667,0.55,24.8625,0.77625,938.275,27.92083333,20.57916667,0
280,109.2083333,-3.679166667,22.88333333,0.815416667,938.7583333,24.675,20.26666667,0
281,76.16666667,0.35,22.27916667,0.844583333,938.9708333,23.775,19.72083333,0
282,62.25,0.3375,23.22083333,0.797083333,939,25.34583333,20.47083333,0
283,93.45833333,0.491666667,23.70833333,0.757916667,937.5625,26.60416667,19.2625,0
284,88.08333333,0.533333333,24.49583333,0.769166667,936.1166667,27.54166667,18.88333333,0
285,75.16666667,0.445833333,24.9125,0.802083333,936.4041667,27.4125,20.72083333,0
286,102.4583333,0.5,24.95,0.769583333,938.5916667,27.79166667,20.6,0
287,117.2916667,0.645833333,24.5375,0.814166667,940.0333333,27.69583333,20.67916667,37
288,116,0.5875,23.20833333,0.8475,939.6,25.68333333,19.97083333,2
289,109.3333333,0.6,23.10833333,0.84375,939.7083333,25.10833333,20.44583333,0
290,73,0.382608696,22.02173913,0.896086957,940.0304348,24.1,20.59130435,5
291,83.92857143,0.435714286,21.57857143,0.830714286,940.3714286,22.58571429,18.22857143,1
293,93.1,0.42,24.19,0.808,936.92,30.4,19,0
294,102.4265734,0.447552448,23.28111888,0.843636364,934.7797203,26.14545455,19.00559441,0
295,116.6643357,0.602097902,23.43916084,0.853426573,934.1398601,26.90909091,21.56083916,5
296,54.5,0.425,21.43333333,0.914166667,936.175,23.42083333,19.15,68
297,80.83333333,0.4625,22.21666667,0.870833333,938.9708333,24.525,19.80833333,3
298,86.45833333,0.275,22.55555556,0.839097222,940.5819444,24.33472222,20.6125,0
299,97.29166667,0.441666667,23.26666667,0.817083333,938.6958333,25.98333333,20.775,0
300,92.79166667,0.416666667,23.20416667,0.816666667,938.7125,25.72916667,19.19583333,0
302,84.95833333,0.554166667,23.8,0.784583333,942.0875,26.52916667,20.275,0
303,93.66666667,0.695833333,22.99583333,0.797083333,941.775,26.33333333,20.63333333,9
304,85.69230769,0.369230769,21.2,0.81,941.5923077,22.70769231,18.99230769,0.5
305,102,0.304166667,21.2375,0.76875,939.9833333,23.7625,19.05,0
306,71.625,0.4875,21.19583333,0.774583333,938.8416667,23.76666667,16.1875,0
307,102.75,0.5875,21.5125,0.775833333,939.7291667,23.83333333,19.45,0
308,37.45833333,0.095833333,20.73333333,0.773333333,940.9291667,22.13333333,18.9,0
309,84.86363636,0.327272727,20.91363636,0.781818182,941.1545455,23.17727273,18.56363636,0
310,90.16666667,0.341666667,22.375,0.77875,937.8958333,24.81666667,16.95,0
311,59.54166667,0.441666667,22.98333333,0.818333333,940.2583333,25.7375,20.9,0
312,118.9583333,0.55,21.62083333,0.887083333,940.9458333,23.9625,20.1625,0
313,99.375,-3.75,19.475,0.965416667,941.1708333,21.25416667,17.84166667,30
315,106.2916667,0.466666667,20.33333333,0.857916667,943.3,23.00833333,17.41666667,1.5
316,75.83333333,0.4375,20.69166667,0.801666667,941.8166667,24.2,15.57916667,0
317,51.875,0.4,21.86666667,0.818333333,941.1708333,23.9875,18.1625,0
318,109,0.591666667,21.70416667,0.882083333,941.9833333,23.7875,19.69583333,3
319,122.9583333,0.566666667,21.775,0.886666667,943.4541667,23.59166667,19.44166667,0.5
320,155,0.708333333,22.2125,0.839166667,942.25,24.86666667,19.42083333,0
321,135.4583333,0.695833333,21.57916667,0.824583333,941.0666667,24.95,17.70416667,0
322,112.25,0.554166667,22.02083333,0.770833333,939.675,25.32083333,17.10833333,0
323,133.7916667,0.645833333,22.61666667,0.766666667,938.9375,26.16666667,17.4,0
324,104.2083333,0.591666667,22.54166667,0.82625,939.8583333,25.31666667,18.775,0
325,69.35,-4.475,22.955,0.7915,940.945,24.675,19.365,0
327,180.9333333,0.993333333,23.64,0.690666667,943.7266667,27.20666667,16,0
328,145.3333333,0.620833333,22.0375,0.7875,943.825,24.95833333,18.04583333,0
329,147.625,0.604166667,21.19583333,0.805416667,943.3,23.67916667,17.175,0
330,112.7916667,0.525,20.57083333,0.79625,943.6166667,23.6,16.20833333,0
331,147.875,0.7375,20.09166667,0.777083333,944.0125,23.39166667,15.0125,0
332,104.4583333,0.608333333,19.6125,0.8175,944.0958333,22.49583333,15.78333333,0
333,129.625,0.654166667,19.025,0.810833333,944.1875,21.89583333,15.6,0
334,87.04166667,0.479166667,18.675,0.807083333,944.4083333,20.20416667,15.62083333,0
335,148.3333333,0.541666667,18.475,0.814583333,943.4541667,20.92083333,14.67916667,0
336,49.79166667,0.383333333,18.72083333,0.768333333,941.8125,21.40416667,13.76666667,0
337,98.66666667,0.516666667,18.575,0.760416667,940.9333333,22.22916667,15.8375,0
338,116.1666667,0.520833333,17.85833333,0.815,941.0375,20.35,14.4125,0
339,80.41666667,0.420833333,19.01666667,0.804583333,942.0791667,21.7,15.10833333,0
340,105.9583333,0.591666667,19.875,0.7675,941.8833333,23.05833333,14.325,0
341,112.5,0.641666667,20.74166667,0.760833333,942.575,23.9125,15.61666667,0
342,129.9583333,0.454166667,19.32916667,0.89,941.9416667,21.35833333,17.29583333,0
343,144,0.5375,18.16666667,0.980416667,940.9291667,19.21666667,17.3,176.5
347,91.70833333,0.495833333,19.89166667,0.7625,940.0458333,22.975,17.025,0.5
348,122.0833333,0.591666667,17.61666667,0.832083333,941.9333333,20.76666667,13.54166667,0
349,135.5416667,0.708333333,17.20416667,0.842916667,943.6916667,19.73333333,14.19166667,0
350,160.2916667,0.745833333,17.57083333,0.840833333,944.3208333,20.17916667,15.29583333,0
351,98,0.641666667,18.00416667,0.806666667,943.5208333,21.0125,15.75,0
352,75.375,0.4125,18.02083333,0.8075,943.7625,20.8,13.55416667,0
353,82.79166667,0.541666667,17.4,0.8475,944.125,20.67916667,14.30833333,0
354,117.5833333,0.595833333,16.95416667,0.831666667,944.5625,19.70833333,13.6125,0
355,68.29166667,0.345833333,15.80416667,0.962083333,943.8041667,16.82916667,14.975,69.5
356,89.25,0.479166667,17.6375,0.834583333,942.1208333,20.42083333,12.65416667,6.5
357,95.66666667,0.370833333,16.54583333,0.969166667,940.8208333,17.74166667,15.12083333,21
358,86.04166667,0.425,19.05,0.873333333,939.3416667,21.68333333,15.58333333,335.5
359,67.84615385,0.503496503,17.39020979,0.826013986,941.6335664,20.72447552,15.46013986,102
360,79.70833333,0.458333333,15.92083333,0.783333333,942.8541667,19.01666667,12.04583333,0
361,146.0416667,0.808333333,16.6625,0.828333333,941.2083333,19.25416667,12.25,27
362,95.54166667,0.4625,19.625,0.80625,938.8833333,22.22083333,14.47083333,12
363,79.45833333,0.366666667,19.05416667,0.91625,939.2125,21.6375,17.22916667,168
364,87.31468531,0.493706294,13.2027972,0.946783217,942.0258741,16.93286713,12.83776224,12
365,145.875,0.329166667,8.666666667,0.9875,945.4291667,9.966666667,8.1875,169.5
